id;object;cid;internal_review_id;is_user_local_guide;lang;place_id;published_at;published_at_datetime;pictures;response_from_owner;score;text;total_likes;total_reviews;user_name;user_link;user_internal_id;user_reviews_count;user_image_url;user_average_score;visited_in;collected_at;input_url;input_sort_by
443294;result;1,49E+19;ChZDSUhNMG9nS0VJQ0FnSURDODUtTmVREAE;f;;ChIJ5-00QTwFkEcRG9Hk9XEzIM8;1,60E+12;2020-10-11 11:19:54.438+00;;(Translated by Google) Dear Mr. Alvarez, We still remember when you came to our practice with your dog and children during the lockdown (end of March) without registering. Although there were already 2 people in the reception room and the Corona rules of conduct for the protection of our customers and employees were written large and red on the door, you simply came in without ringing the bell. We then kindly pointed out that this is not possible and that we have these Corona rules and you would have to register. As a result of our absolutely correct intervention, you became abusive and angry, so that unfortunately we had to refer you to the practice. We are happy to take care of your dog's well-being and would be happy to welcome you again in our practice under different circumstances. With kind regards Your team at the VetTrust small animal practice in Muri (Original) Sehr geehrter Herr Alvarez, Wir erinnern uns noch, als Sie wÃ¤hrend des Lockdown (Ende MÃ¤rz) ohne Anmeldung mit Ihrem Hund und Ihren Kindern zu uns in die Praxis kamen. Obwohl bereits 2 Leute im Empfangsraum waren und die Corona-Verhaltensregeln zum Schutz unserer Kunden und Mitarbeiter gross und rot an der TÃ¼re standen, sind Sie ohne zu klingeln einfach reingekommen. Wir haben Sie dann freundlich darauf hingewiesen, dass das so nicht geht und dass wir nun einmal diese Corona-Regeln haben und Sie sich anmelden mÃ¼ssten. Auf unsere absolut korrekte Intervention hin, sind Sie ausfÃ¤llig und wÃ¼tend geworden, so dass wir Sie leider der Praxis verweisen mussten. Wir stehen gern bereit, uns um das Wohl Ihres Hundes zu kÃ¼mmern, und wÃ¼rden uns freuen, Sie unter anderen UmstÃ¤nden nochmals in unserer Praxis begrÃ¼ssen zu dÃ¼rfen. Freundliche GrÃ¼sse Ihr Team der VetTrust Kleintierpraxis Muri;1;;0;60;Juan Carlos Cao Alvarez;https://www.google.com/maps/contrib/114220331310742171237/reviews;1,14E+20;0;https://lh3.googleusercontent.com/a/AGNmyxbln8PcZOnfnP3KXdGOWcL6a0ioLntBUuCN4MOS;04. Jun;;04 Mar 2023 07:52:02;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+Muri/@47.2750328341246717z/data=!3m1!4b1!4m6!3m5!1s0x4790053c4134ede7:0xcf203371f5e4d11b!8m2!3d47.275032!4d8.3412467!16s%2Fg%2F1ptyg40r0;newest
443139;result;1,62E+19;ChZDSUhNMG9nS0VJQ0FnSURnaEtuTkJ3EAE;t;de;ChIJf_mbzJQvkEcRicJ5NcgPDuE;1,52E+12;2018-04-26 12:22:14.959+00;;;5;(Translated by Google) One can only wish for such a pet! Have been a customer for 5 years and have never been disappointed. Dr.Imsirovic loves what he does and does what he loves. 100% recommendable! (Original) So einen Tierazt kann man sich nur wÃ¼nschen! Bin seit 5 Jahren Kunde, noch nie enttÃ¤uscht worden. Dr.Imsirovic liebt, was er macht, und macht, was er liebt. zu 100% empfehlenswert!;7;38;Biserka Zimmermann;https://www.google.com/maps/contrib/105361312438671828550/reviews;1,05E+20;42;https://lh3.googleusercontent.com/a-/ACB-R5QyBFxSzUdPCmtuCv_sZTZAmZdeFpCYeIfkk8RHUA;04. Sep;;04 Mar 2023 07:50:24;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+M%C3%BChlebach+Oftringen/@47.31253927924791817z/data=!3m1!4b1!4m6!3m5!1s0x47902f94cc9bf97f:0xe10e0fc83579c289!8m2!3d47.3125392!4d7.9247918!16s%2Fg%2F1trvkbvp;newest
443220;result;9,66E+18;ChdDSUhNMG9nS0VJQ0FnSUNNMzZyMmhnRRAB;t;de;ChIJvwTRBxe4kUcRfEUl0F_UF4Y;1,58E+12;2019-12-11 12:41:58.59+00;;;5;(Translated by Google) Very professional, friendly, competent. The vet we trust! Always my pleasure (Original) Sehr professionell, freundlich, kompetent. Der Tierarzt unseres Vertrauen! Immer wieder gerne;1;98;Martin Huber;https://www.google.com/maps/contrib/108398343268041242875/reviews;1,08E+20;134;https://lh3.googleusercontent.com/a-/ACB-R5QCzRYuVWARkLLxUtgP5GTeC7ymskprD3yFtXXoJA;04. Mai;;04 Mar 2023 07:51:16;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+M%C3%BCnchenstein+(ehem.+Uehlinger)/@47.524283760443517z/data=!3m1!4b1!4m6!3m5!1s0x4791b81707d104bf:0x8617d45fd025457c!8m2!3d47.524283!4d7.604435!16s%2Fg%2F1tgjk6dn;newest
443404;result;3,99E+18;ChdDSUhNMG9nS0VJQ0FnSURRNk1hX3F3RRAB;t;de;ChIJF5STJ2cLkEcRDRye_BfHcDc;1,53E+12;2018-06-23 08:38:18.265+00;;;5;(Translated by Google) Our vet - I can only recommend it to every small animal owner (Original) Unser Tierarzt - kann ich nur jedem Kleintierbesitzer empfehlen;0;114;Urs Kamm;https://www.google.com/maps/contrib/117141631708681997239/reviews;1,17E+20;47;https://lh3.googleusercontent.com/a/AGNmyxY4eDsPu7rVAagCAs6Bt1So58BecAD_DERDVJrt;04. Mrz;;04 Mar 2023 07:53:24;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+Regensdorf/@47.42882168468693217z/data=!3m1!4b1!4m6!3m5!1s0x47900b6727939417:0x3770c717fc9e1c0d!8m2!3d47.4288216!4d8.4686932!16s%2Fg%2F1vfwbrx7;newest
443122;result;1,62E+19;ChdDSUhNMG9nS0VJQ0FnSUNlcnVLVjhnRRAB;f;de;ChIJf_mbzJQvkEcRicJ5NcgPDuE;1,66E+12;2022-09-14 10:50:03.241+00;;;5;(Translated by Google) Friendly, cordial and competent (Original) Freundlich, herzlich und kompetent;0;38;Sonja Philipp;https://www.google.com/maps/contrib/105816271945290505998/reviews;1,06E+20;1;https://lh3.googleusercontent.com/a-/ACB-R5TYY6T0xKpAU9ZldFZn4OXicYrkXT5lEh898jGT;04. Sep;;04 Mar 2023 07:50:11;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+M%C3%BChlebach+Oftringen/@47.31253927924791817z/data=!3m1!4b1!4m6!3m5!1s0x47902f94cc9bf97f:0xe10e0fc83579c289!8m2!3d47.3125392!4d7.9247918!16s%2Fg%2F1trvkbvp;newest
443337;result;3,99E+18;ChZDSUhNMG9nS0VJQ0FnSURxdHQtT1d3EAE;f;;ChIJF5STJ2cLkEcRDRye_BfHcDc;1,63E+12;2021-07-08 08:27:30.209+00;;(Translated by Google) Dear Mr. Hauser Thanks for your review! We are very happy if you were satisfied with our service. Your VETtrust team in Regensdorf (Original) Sehr geehrter Herr Hauser Vielen Dank fÃ¼r ihre Bewertung! Es freut uns sehr, wenn sie mit unserer Dienstleistung zufrieden waren. Ihr VETtrust Team in Regensdorf;5;;0;114;sepp hauser;https://www.google.com/maps/contrib/117510329278456844917/reviews;1,18E+20;2;https://lh3.googleusercontent.com/a/AGNmyxYRa693mCKDrpKzP6e9AKNOip0OO2WEI9akdoqU;04. Mrz;;04 Mar 2023 07:52:45;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+Regensdorf/@47.42882168468693217z/data=!3m1!4b1!4m6!3m5!1s0x47900b6727939417:0x3770c717fc9e1c0d!8m2!3d47.4288216!4d8.4686932!16s%2Fg%2F1vfwbrx7;newest
443148;result;1,62E+19;ChdDSUhNMG9nS0VJQ0FnSUN3MDRLTnhBRRAB;f;;ChIJf_mbzJQvkEcRicJ5NcgPDuE;1,50E+12;2017-09-09 21:24:52.942+00;;;4;;0;38;Jason Lai Wai;https://www.google.com/maps/contrib/101351621993595502450/reviews;1,01E+20;0;https://lh3.googleusercontent.com/a/AGNmyxZ8oZxXd1KKboqf690qwi9cqUv4We6RAl8mO7mdmQY;04. Sep;;04 Mar 2023 07:50:25;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+M%C3%BChlebach+Oftringen/@47.31253927924791817z/data=!3m1!4b1!4m6!3m5!1s0x47902f94cc9bf97f:0xe10e0fc83579c289!8m2!3d47.3125392!4d7.9247918!16s%2Fg%2F1trvkbvp;newest
443406;result;3,99E+18;ChdDSUhNMG9nS0VJQ0FnSUNnOEtTdmhnRRAB;f;de;ChIJF5STJ2cLkEcRDRye_BfHcDc;1,53E+12;2018-06-08 08:04:40.725+00;;;5;(Translated by Google) Excellent doctor for small animals, extremely careful examination of the patients, carefully considered therapy suggestions, clear communication with the owners, appointments and agreements work reliably. Can't recommend anything better! (Original) Ausgezeichneter Arzt fÃ¼r Kleintiere, ausgesprochen sorgfÃ¤ltige Untersuchung der Patienten, sorgfÃ¤ltig Ã¼berlegte TherapievorschlÃ¤ge, klare Kommunikation mit den Besitzern, Termine und Absprachen klappen zuverlÃ¤ssig. Kann nichts besseres empfehlen!;0;114;Ina Handke;https://www.google.com/maps/contrib/100904538585062934614/reviews;1,01E+20;83;https://lh3.googleusercontent.com/a/AGNmyxbDAryUuYaz9ZuKAXz9qPMwQ5RyzHZ64OUAlO5f;04. Mrz;;04 Mar 2023 07:53:30;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+Regensdorf/@47.42882168468693217z/data=!3m1!4b1!4m6!3m5!1s0x47900b6727939417:0x3770c717fc9e1c0d!8m2!3d47.4288216!4d8.4686932!16s%2Fg%2F1vfwbrx7;newest
443353;result;3,99E+18;ChZDSUhNMG9nS0VJQ0FnSUNvNTVHekVnEAE;t;de;ChIJF5STJ2cLkEcRDRye_BfHcDc;1,55E+12;2019-03-04 05:19:42.931+00;;;5;"(Translated by Google) ""My"" vet for well over 30 years. Competent, open, human and a heart for animals and their owners. Not only the doctor himself, but also his team. (Original) Seit weit Ã¼ber 30 Jahren ""mein"" Tierarzt. Kompetent, offen, menschlich und ein Herz fÃ¼r Tiere und auch deren Besitzer. Nicht nur der Arzt selber, auch sein Team.";0;114;Hans-Peter Marti;https://www.google.com/maps/contrib/113214195792897222624/reviews;1,13E+20;337;https://lh3.googleusercontent.com/a-/ACB-R5SVfuj3rXh0JBcHiL387hdHirTvWmYDCYMm9lV3LQ;04. Mrz;;04 Mar 2023 07:52:52;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+Regensdorf/@47.42882168468693217z/data=!3m1!4b1!4m6!3m5!1s0x47900b6727939417:0x3770c717fc9e1c0d!8m2!3d47.4288216!4d8.4686932!16s%2Fg%2F1vfwbrx7;newest
443185;result;9,66E+18;ChdDSUhNMG9nS0VJQ0FnSURPbU9qaWpRRRAB;t;;ChIJvwTRBxe4kUcRfEUl0F_UF4Y;1,66E+12;2022-06-26 19:09:16.379+00;;;5;;0;98;Udo Lichtsteiner;https://www.google.com/maps/contrib/108747362750111259128/reviews;1,09E+20;7;https://lh3.googleusercontent.com/a/AGNmyxakDUnxQM-iHq3L-RY_Qx9cOiqOarxAYSrB6FQ9;04. Mai;;04 Mar 2023 07:50:51;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+M%C3%BCnchenstein+(ehem.+Uehlinger)/@47.524283760443517z/data=!3m1!4b1!4m6!3m5!1s0x4791b81707d104bf:0x8617d45fd025457c!8m2!3d47.524283!4d7.604435!16s%2Fg%2F1tgjk6dn;newest
443415;result;3,99E+18;ChdDSUhNMG9nS0VJQ0FnSUN3OXJicG1nRRAB;f;;ChIJF5STJ2cLkEcRDRye_BfHcDc;1,51E+12;2017-09-21 11:46:06.29+00;;;1;;0;114;Peter Stucki;https://www.google.com/maps/contrib/107868376820334505514/reviews;1,08E+20;32;https://lh3.googleusercontent.com/a/AGNmyxZtY5-gv4YciRKjJc9McaGZ8WCpz0ICuuxJg-0;04. Mrz;;04 Mar 2023 07:53:36;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+Regensdorf/@47.42882168468693217z/data=!3m1!4b1!4m6!3m5!1s0x47900b6727939417:0x3770c717fc9e1c0d!8m2!3d47.4288216!4d8.4686932!16s%2Fg%2F1vfwbrx7;newest
443462;result;2,87E+18;ChdDSUhNMG9nS0VJQ0FnSUQwcmZqN2dRRRAB;f;de;ChIJERk9VbMNkEcRPy81sQi1wic;1,57E+12;2019-11-15 18:17:06.415+00;;;5;(Translated by Google) We recommend. Were there for the first time yesterday and the doctor took a lot of time for the dog, who was allowed to sniff everything in peace before the dental check was carried out. (Original) Sehr zu empfehlen. Waren gestern das 1. mal dort und die Ã„rztin nahm sich viel Zeit fÃ¼r den Hund, der erstmal alles in Ruhe beschnuppern durfte, bevor die Zahnkontrolle durchgefÃ¼hrt wurde.;2;56;Danijel S.;https://www.google.com/maps/contrib/103364777599437482475/reviews;1,03E+20;39;https://lh3.googleusercontent.com/a/AGNmyxbXtyIpyuCmZcogiSNKCk-qIjRdloXZmRpczBA;4;;04 Mar 2023 07:54:08;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+Schlieren+(ehem.+Sch%C3%B6negg)/@47.39949878441765117z/data=!3m1!4b1!4m6!3m5!1s0x47900db3553d1911:0x27c2b508b1352f3f!8m2!3d47.3994987!4d8.4417651!16s%2Fg%2F1v0ljpl0;newest
443377;result;3,99E+18;ChdDSUhNMG9nS0VJQ0FnSUNNamRQZ2pBRRAB;t;;ChIJF5STJ2cLkEcRDRye_BfHcDc;1,58E+12;2019-11-30 11:21:06.604+00;;;5;;0;114;Dani;https://www.google.com/maps/contrib/102035099058458380874/reviews;1,02E+20;57;https://lh3.googleusercontent.com/a/AGNmyxa9ulTiUe8EpWVLk03mnZ-PmKkZ2kd2IjZDqkPr;04. Mrz;;04 Mar 2023 07:53:11;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+Regensdorf/@47.42882168468693217z/data=!3m1!4b1!4m6!3m5!1s0x47900b6727939417:0x3770c717fc9e1c0d!8m2!3d47.4288216!4d8.4686932!16s%2Fg%2F1vfwbrx7;newest
443448;result;2,87E+18;ChZDSUhNMG9nS0VJQ0FnSUQ2OTRPZFNnEAE;f;de;ChIJERk9VbMNkEcRPy81sQi1wic;1,63E+12;2021-10-14 15:56:09.313+00;;(Translated by Google) Dear Mr. Arifi We are very sorry that we could not meet your expectations. Unfortunately, we could not find it in our system and therefore do not know which case it is. Since we always strive to do our best and to make all customers happy with their four-legged friends, we would like to respond to every criticism in detail. It would therefore be helpful for us to know which case it is. We decide individually for each animal whether sedation is really necessary. Above all, how the animal can be treated in the most stress-free manner is included. In any case, this will be discussed with the owner and the owner must always give us consent, in which he agrees that we will sedate the animal. We will not carry out any sedation or anesthesia without this consent. We would also like to respond to your feedback that we were not sympathetic. Could you tell us specifically what happened so that we can find a cause and improve on it? We would be pleased if you contact us by email so that we can discuss the case: schlieren@vettrust.ch Many thanks and best regards Small animal practice Schlieren (Original) Sehr geehrter Herr Arifi Es tut uns sehr leid, dass wir ihre Erwartungen nicht erfÃ¼llen konnten. Leider konnten wir sie in unserem System nicht finden und wissen somit auch nicht um welchen Fall es sich handelt. Da wir stets bestrebt sind unser Bestes zu geben und alle Kunden mit ihren Vierbeinern zufrieden zu stellen, mÃ¶chten wir auf jede Kritik gerne detailliert eingehen. Deshalb wÃ¤re es fÃ¼r uns hilfreich zu wissen um welchen Fall es sich handelt. Ob eine Sedation wirklich notwendig ist, entscheiden wir fÃ¼r jedes Tier individuell. Mit einbezogen wird da vor allem, wie das Tier am stressfreisten behandelt werden kann. Das wird aber in jedem Fall mit dem Besitzer besprochen und der Besitzer muss bei uns auch immer eine Einwilligung geben, bei der er sich einverstanden erklÃ¤rt, dass wir das Tier sedieren werden. Ohne diese Einwilligung fÃ¼hren wir keine Sedation oder Narkose durch. Gerne wÃ¼rden wir auch auf ihr Feedback eingehen, dass wir nicht sympathisch waren. KÃ¶nnten sie uns konkret sagen was geschehen ist, damit wir eine Ursache finden und uns diesbezÃ¼glich verbessern kÃ¶nnen? Wir freuen uns, wenn Sie sich per E-Mail melden, damit wir den Fall besprechen kÃ¶nnen: schlieren@vettrust.ch Herzlichen Dank und freundliche GrÃ¼sse Kleintierpraxis Schlieren;2;(Translated by Google) The employees are not very sympathetic and the handling of the dogs is not very professional, since for every small intervention on our dog they always used a sedative, completely exaggerated. It would certainly be better to raise awareness of how to deal with the animals instead of going straight to the syringe. In addition, it is still very expensive. (Original) Die Mitarbeiter sind nicht sehr symphatisch und der Umgang mit den Hunden ist nicht sehr profesionell, da man fÃ¼r jeden kleinen Eingriff bei unserem Hund immer zur Beruhigungsspritze gegriffen hat, vÃ¶llig Ã¼bertrieben. Es wÃ¤re sicher besser den Umgang mit den Tieren zu sensibilisieren, anstatt gleich zur Spritze Ã¼berzugehen. Zudem ist es noch sehr teuer.;0;56;Fatbardh Arifi;https://www.google.com/maps/contrib/105388828396108019796/reviews;1,05E+20;5;https://lh3.googleusercontent.com/a/AGNmyxZ22mwDKyM8Dta3yTof7ekdWnvYyT3fdMw4W4KU;4;;04 Mar 2023 07:53:56;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+Schlieren+(ehem.+Sch%C3%B6negg)/@47.39949878441765117z/data=!3m1!4b1!4m6!3m5!1s0x47900db3553d1911:0x27c2b508b1352f3f!8m2!3d47.3994987!4d8.4417651!16s%2Fg%2F1v0ljpl0;newest
443438;result;2,87E+18;ChdDSUhNMG9nS0VJQ0FnSUR1cHFfcnFBRRAB;f;en;ChIJERk9VbMNkEcRPy81sQi1wic;1,66E+12;2022-08-19 18:32:37.697+00;;;5;The vet assÄ±stants are great! Cox & BÃ¤rtschÄ±;0;56;deniz akÄ±n;https://www.google.com/maps/contrib/116302172319495081733/reviews;1,16E+20;6;https://lh3.googleusercontent.com/a-/ACB-R5QZvTovKV6H8ZqwsIvnrguDykUaMtQobJahzNArQA;4;;04 Mar 2023 07:53:50;https://www.google.com/maps/place/VetTrust+Kleintierpraxis+Schlieren+(ehem.+Sch%C3%B6negg)/@47.39949878441765117z/data=!3m1!4b1!4m6!3m5!1s0x47900db3553d1911:0x27c2b508b1352f3f!8m2!3d47.3994987!4d8.4417651!16s%2Fg%2F1v0ljpl0;newest
